ID,Exact label,Normalized name,Value,Qualifier,Unit,Data type,Definition,Page,Section,Category (IAOOI-v0),AoO chapter,Geographic level,Geographic scope,Period,Source (quote),Confidence,Status,DQ refs,Note
IND-102,Facebook — Total Followers,comm.facebook.total_followers,148000,exact,follower,integer,NOT SPECIFIED IN THE SOURCE DOCUMENT,17,Social Media Metrics,OUTPUT,—,digital_channel,Facebook,January–October 2025,"Total Followers: 148,000",H,extracted,DQC-07,
IND-103,Facebook — Growth Rate (Quarterly),comm.facebook.growth_rate_quarterly,0.06,exact,ratio,percentage,NOT SPECIFIED IN THE SOURCE DOCUMENT,17,Social Media Metrics,OUTPUT,—,digital_channel,Facebook,January–October 2025,Growth Rate: +6% (Quarterly),H,extracted,,
IND-104,Facebook — Reach,comm.facebook.reach,2000000,at_least,reach,integer,NOT SPECIFIED IN THE SOURCE DOCUMENT,17,Social Media Metrics,OUTPUT,—,digital_channel,Facebook,January–October 2025,Reach: Over 2 million (76% organic),H,extracted,DQC-08,
IND-105,Facebook — Reach — organic share,comm.facebook.reach_organic_share,0.76,exact,ratio,percentage,NOT SPECIFIED IN THE SOURCE DOCUMENT,17,Social Media Metrics,OUTPUT,—,digital_channel,Facebook,January–October 2025,(76% organic),H,extracted,,
IND-106,Facebook — Engagement Rate,comm.facebook.engagement_rate,0.05,exact,ratio,percentage,NOT SPECIFIED IN THE SOURCE DOCUMENT,17,Social Media Metrics,OUTPUT,—,digital_channel,Facebook,January–October 2025,Engagement Rate: 5%,H,extracted,,
IND-107,Facebook — Engagement change vs previous quarter,comm.facebook.engagement_change_vs_previous_quarter,0.7,at_least,ratio,percentage,NOT SPECIFIED IN THE SOURCE DOCUMENT,17,Social Media Metrics,OUTPUT,—,digital_channel,Facebook,January–October 2025,Engagement rose by more than 70% compared to the previous quarter,H,extracted,,
IND-108,Instagram — Total Followers,comm.instagram.total_followers,41000,exact,follower,integer,NOT SPECIFIED IN THE SOURCE DOCUMENT,17,Social Media Metrics,OUTPUT,—,digital_channel,Instagram,January–October 2025,"Total Followers: 41,000",H,extracted,DQC-07,
IND-109,Instagram — Growth Rate (Quarterly),comm.instagram.growth_rate_quarterly,0.09,exact,ratio,percentage,NOT SPECIFIED IN THE SOURCE DOCUMENT,17,Social Media Metrics,OUTPUT,—,digital_channel,Instagram,January–October 2025,Growth Rate: +9% (Quarterly),H,extracted,,
IND-110,Instagram — Reach Increase,comm.instagram.reach_increase,0.139,exact,ratio,percentage,NOT SPECIFIED IN THE SOURCE DOCUMENT,17,Social Media Metrics,OUTPUT,—,digital_channel,Instagram,January–October 2025,Reach Increase: +13.9%,H,extracted,,
IND-111,Instagram — Engagement Rate,comm.instagram.engagement_rate,0.02,exact,ratio,percentage,NOT SPECIFIED IN THE SOURCE DOCUMENT,17,Social Media Metrics,OUTPUT,—,digital_channel,Instagram,January–October 2025,Engagement Rate: 2%,H,extracted,,
IND-112,Linkedin — Total Followers,comm.linkedin.total_followers,32000,exact,follower,integer,NOT SPECIFIED IN THE SOURCE DOCUMENT,17,Social Media Metrics,OUTPUT,—,digital_channel,Linkedin,January–October 2025,"Total Followers: 32,000",H,extracted,DQC-07,
IND-113,Linkedin — Growth Rate (Quarterly),comm.linkedin.growth_rate_quarterly,0.07,exact,ratio,percentage,NOT SPECIFIED IN THE SOURCE DOCUMENT,17,Social Media Metrics,OUTPUT,—,digital_channel,Linkedin,January–October 2025,Growth Rate: +7% (Quarterly),H,extracted,,
IND-114,Linkedin — Impressions,comm.linkedin.impressions,318604,exact,impression,integer,NOT SPECIFIED IN THE SOURCE DOCUMENT,17,Social Media Metrics,OUTPUT,—,digital_channel,Linkedin,January–October 2025,"Impressions: 318,604",H,extracted,DQC-08,
IND-115,Linkedin — Reactions,comm.linkedin.reactions,9124,exact,reaction,integer,NOT SPECIFIED IN THE SOURCE DOCUMENT,17,Social Media Metrics,OUTPUT,—,digital_channel,Linkedin,January–October 2025,"Reactions: 9,124",H,extracted,,
IND-116,YouTube — Subscribers,comm.youtube.subscribers,8200,exact,subscriber,integer,NOT SPECIFIED IN THE SOURCE DOCUMENT,18,Social Media Metrics,OUTPUT,—,digital_channel,YouTube,January–October 2025,"Subscribers: 8,200",H,extracted,DQC-07,
IND-117,YouTube — Growth Rate,comm.youtube.growth_rate,0.12,exact,ratio,percentage,NOT SPECIFIED IN THE SOURCE DOCUMENT,18,Social Media Metrics,OUTPUT,—,digital_channel,YouTube,January–October 2025,Growth Rate: +12%,H,extracted,,
IND-118,YouTube — Views,comm.youtube.views,17325,exact,view,integer,NOT SPECIFIED IN THE SOURCE DOCUMENT,18,Social Media Metrics,OUTPUT,—,digital_channel,YouTube,January–October 2025,"Views: 17,325",H,extracted,,
IND-119,YouTube — Watch Time,comm.youtube.watch_time,330,exact,hour,decimal,NOT SPECIFIED IN THE SOURCE DOCUMENT,18,Social Media Metrics,OUTPUT,—,digital_channel,YouTube,January–October 2025,Watch Time: 330 hours,H,extracted,,
IND-120,YouTube — Top Video views,comm.youtube.top_video_views,2700,exact,view,integer,NOT SPECIFIED IN THE SOURCE DOCUMENT,18,Social Media Metrics,OUTPUT,—,digital_channel,YouTube,January–October 2025,"“What is JCI?” (2,700 views, 51% audience retention)",H,extracted,,
IND-121,YouTube — Top Video audience retention,comm.youtube.top_video_audience_retention,0.51,exact,ratio,percentage,NOT SPECIFIED IN THE SOURCE DOCUMENT,18,Social Media Metrics,OUTPUT,—,digital_channel,YouTube,January–October 2025,51% audience retention,H,extracted,,
IND-122,users accessing content through smartphones,comm.mobile_share.social,0.75,at_least,ratio,percentage,NOT SPECIFIED IN THE SOURCE DOCUMENT,18,Social Media Metrics,CONTEXT,—,digital_channel,all platforms,January–October 2025,more than 75 percent of users accessing content through smartphones,H,extracted,,
IND-123,total readers (seven issues),comm.leader.readers.narrative,13000,at_most,reader,integer,NOT SPECIFIED IN THE SOURCE DOCUMENT,19,The LEADER Magazine,OUTPUT,—,digital_channel,The LEADER Magazine,January–October 2025,"reached nearly 13,000 total readers across seven issues",H,extracted,DQC-09,
IND-124,issues released,activity.leader.issues,7,exact,issue,integer,NOT SPECIFIED IN THE SOURCE DOCUMENT,19,The LEADER Magazine,ACTIVITY,—,digital_channel,The LEADER Magazine,January–October 2025,all seven issues released from January to October 2025,H,extracted,,
IND-125,Devices used by Readers — Mobile Phone,comm.leader.devices.mobile,8857,exact,reader,integer,NOT SPECIFIED IN THE SOURCE DOCUMENT,19,The LEADER Magazine,CONTEXT,—,digital_channel,The LEADER Magazine,January–October 2025,"Mobile Phone 8,857 (70.50%)",H,extracted,DQC-09,
IND-126,Devices used by Readers — Mobile Phone — share,comm.leader.devices.mobile.share,0.705,exact,ratio,percentage,NOT SPECIFIED IN THE SOURCE DOCUMENT,19,The LEADER Magazine,CONTEXT,—,digital_channel,The LEADER Magazine,January–October 2025,"Mobile Phone 8,857 (70.50%)",H,extracted,,
IND-127,Devices used by Readers — Tablet,comm.leader.devices.tablet,81,exact,reader,integer,NOT SPECIFIED IN THE SOURCE DOCUMENT,19,The LEADER Magazine,CONTEXT,—,digital_channel,The LEADER Magazine,January–October 2025,Tablet 81 (0.64%),H,extracted,DQC-09,
IND-128,Devices used by Readers — Tablet — share,comm.leader.devices.tablet.share,0.0064,exact,ratio,percentage,NOT SPECIFIED IN THE SOURCE DOCUMENT,19,The LEADER Magazine,CONTEXT,—,digital_channel,The LEADER Magazine,January–October 2025,Tablet 81 (0.64%),H,extracted,,
IND-129,Devices used by Readers — Computer or Laptop,comm.leader.devices.computer,3626,exact,reader,integer,NOT SPECIFIED IN THE SOURCE DOCUMENT,19,The LEADER Magazine,CONTEXT,—,digital_channel,The LEADER Magazine,January–October 2025,"Computer or Laptop 3,626 (28.86%)",H,extracted,DQC-09,
IND-130,Devices used by Readers — Computer or Laptop — share,comm.leader.devices.computer.share,0.28859999999999997,exact,ratio,percentage,NOT SPECIFIED IN THE SOURCE DOCUMENT,19,The LEADER Magazine,CONTEXT,—,digital_channel,The LEADER Magazine,January–October 2025,"Computer or Laptop 3,626 (28.86%)",H,extracted,,
IND-131,1st Issue — Total Readers to Date,comm.leader.readers.issue_1st,3736,exact,reader,integer,NOT SPECIFIED IN THE SOURCE DOCUMENT,20,The LEADER Magazine,OUTPUT,—,digital_channel,The LEADER Magazine,January–October 2025,"1st Issue 3,736 4,207 0:38:55",H,extracted,,
IND-132,1st Issue — Total Book Visits to Date,comm.leader.book_visits.issue_1st,4207,exact,visit,integer,NOT SPECIFIED IN THE SOURCE DOCUMENT,20,The LEADER Magazine,OUTPUT,—,digital_channel,The LEADER Magazine,January–October 2025,"1st Issue 3,736 4,207 0:38:55",H,extracted,,
IND-133,1st Issue — Average Time on Books,comm.leader.avg_time.issue_1st,0:38:55,exact,h:mm:ss,duration,NOT SPECIFIED IN THE SOURCE DOCUMENT,20,The LEADER Magazine,OUTPUT,—,digital_channel,The LEADER Magazine,January–October 2025,"1st Issue 3,736 4,207 0:38:55",H,extracted,,
IND-134,2nd Issue — Total Readers to Date,comm.leader.readers.issue_2nd,1565,exact,reader,integer,NOT SPECIFIED IN THE SOURCE DOCUMENT,20,The LEADER Magazine,OUTPUT,—,digital_channel,The LEADER Magazine,January–October 2025,"2nd Issue 1,565 1,738 0:21:45",H,extracted,,
IND-135,2nd Issue — Total Book Visits to Date,comm.leader.book_visits.issue_2nd,1738,exact,visit,integer,NOT SPECIFIED IN THE SOURCE DOCUMENT,20,The LEADER Magazine,OUTPUT,—,digital_channel,The LEADER Magazine,January–October 2025,"2nd Issue 1,565 1,738 0:21:45",H,extracted,,
IND-136,2nd Issue — Average Time on Books,comm.leader.avg_time.issue_2nd,0:21:45,exact,h:mm:ss,duration,NOT SPECIFIED IN THE SOURCE DOCUMENT,20,The LEADER Magazine,OUTPUT,—,digital_channel,The LEADER Magazine,January–October 2025,"2nd Issue 1,565 1,738 0:21:45",H,extracted,,
IND-137,3rd Issue — Total Readers to Date,comm.leader.readers.issue_3rd,1501,exact,reader,integer,NOT SPECIFIED IN THE SOURCE DOCUMENT,20,The LEADER Magazine,OUTPUT,—,digital_channel,The LEADER Magazine,January–October 2025,"3rd Issue 1,501 1,672 0:22:43",H,extracted,,
IND-138,3rd Issue — Total Book Visits to Date,comm.leader.book_visits.issue_3rd,1672,exact,visit,integer,NOT SPECIFIED IN THE SOURCE DOCUMENT,20,The LEADER Magazine,OUTPUT,—,digital_channel,The LEADER Magazine,January–October 2025,"3rd Issue 1,501 1,672 0:22:43",H,extracted,,
IND-139,3rd Issue — Average Time on Books,comm.leader.avg_time.issue_3rd,0:22:43,exact,h:mm:ss,duration,NOT SPECIFIED IN THE SOURCE DOCUMENT,20,The LEADER Magazine,OUTPUT,—,digital_channel,The LEADER Magazine,January–October 2025,"3rd Issue 1,501 1,672 0:22:43",H,extracted,,
IND-140,4th Issue — Total Readers to Date,comm.leader.readers.issue_4th,1853,exact,reader,integer,NOT SPECIFIED IN THE SOURCE DOCUMENT,20,The LEADER Magazine,OUTPUT,—,digital_channel,The LEADER Magazine,January–October 2025,"4th Issue 1,853 2,030 0:37:17",H,extracted,,
IND-141,4th Issue — Total Book Visits to Date,comm.leader.book_visits.issue_4th,2030,exact,visit,integer,NOT SPECIFIED IN THE SOURCE DOCUMENT,20,The LEADER Magazine,OUTPUT,—,digital_channel,The LEADER Magazine,January–October 2025,"4th Issue 1,853 2,030 0:37:17",H,extracted,,
IND-142,4th Issue — Average Time on Books,comm.leader.avg_time.issue_4th,0:37:17,exact,h:mm:ss,duration,NOT SPECIFIED IN THE SOURCE DOCUMENT,20,The LEADER Magazine,OUTPUT,—,digital_channel,The LEADER Magazine,January–October 2025,"4th Issue 1,853 2,030 0:37:17",H,extracted,,
IND-143,5th Issue — Total Readers to Date,comm.leader.readers.issue_5th,1794,exact,reader,integer,NOT SPECIFIED IN THE SOURCE DOCUMENT,20,The LEADER Magazine,OUTPUT,—,digital_channel,The LEADER Magazine,January–October 2025,"5th Issue 1,794 1,971 0:44:08",H,extracted,,
IND-144,5th Issue — Total Book Visits to Date,comm.leader.book_visits.issue_5th,1971,exact,visit,integer,NOT SPECIFIED IN THE SOURCE DOCUMENT,20,The LEADER Magazine,OUTPUT,—,digital_channel,The LEADER Magazine,January–October 2025,"5th Issue 1,794 1,971 0:44:08",H,extracted,,
IND-145,5th Issue — Average Time on Books,comm.leader.avg_time.issue_5th,0:44:08,exact,h:mm:ss,duration,NOT SPECIFIED IN THE SOURCE DOCUMENT,20,The LEADER Magazine,OUTPUT,—,digital_channel,The LEADER Magazine,January–October 2025,"5th Issue 1,794 1,971 0:44:08",H,extracted,,
IND-146,6th Issue — Total Readers to Date,comm.leader.readers.issue_6th,1772,exact,reader,integer,NOT SPECIFIED IN THE SOURCE DOCUMENT,20,The LEADER Magazine,OUTPUT,—,digital_channel,The LEADER Magazine,January–October 2025,"6th Issue 1,772 1,977 1:12:01",H,extracted,,
IND-147,6th Issue — Total Book Visits to Date,comm.leader.book_visits.issue_6th,1977,exact,visit,integer,NOT SPECIFIED IN THE SOURCE DOCUMENT,20,The LEADER Magazine,OUTPUT,—,digital_channel,The LEADER Magazine,January–October 2025,"6th Issue 1,772 1,977 1:12:01",H,extracted,,
IND-148,6th Issue — Average Time on Books,comm.leader.avg_time.issue_6th,1:12:01,exact,h:mm:ss,duration,NOT SPECIFIED IN THE SOURCE DOCUMENT,20,The LEADER Magazine,OUTPUT,—,digital_channel,The LEADER Magazine,January–October 2025,"6th Issue 1,772 1,977 1:12:01",H,extracted,,
IND-149,7th Issue — Total Readers to Date,comm.leader.readers.issue_7th,1651,exact,reader,integer,NOT SPECIFIED IN THE SOURCE DOCUMENT,20,The LEADER Magazine,OUTPUT,—,digital_channel,The LEADER Magazine,January–October 2025,"7th Issue 1,651 1,828 1:45:44",H,extracted,,
IND-150,7th Issue — Total Book Visits to Date,comm.leader.book_visits.issue_7th,1828,exact,visit,integer,NOT SPECIFIED IN THE SOURCE DOCUMENT,20,The LEADER Magazine,OUTPUT,—,digital_channel,The LEADER Magazine,January–October 2025,"7th Issue 1,651 1,828 1:45:44",H,extracted,,
IND-151,7th Issue — Average Time on Books,comm.leader.avg_time.issue_7th,1:45:44,exact,h:mm:ss,duration,NOT SPECIFIED IN THE SOURCE DOCUMENT,20,The LEADER Magazine,OUTPUT,—,digital_channel,The LEADER Magazine,January–October 2025,"7th Issue 1,651 1,828 1:45:44",H,extracted,,
IND-152,Total — Total Readers to Date,comm.leader.readers.issue_total,13872,exact,reader,integer,NOT SPECIFIED IN THE SOURCE DOCUMENT,20,The LEADER Magazine,OUTPUT,—,digital_channel,The LEADER Magazine,January–October 2025,"Total 13,872 15,423 0:48:56",H,extracted,DQC-09,
IND-153,Total — Total Book Visits to Date,comm.leader.book_visits.issue_total,15423,exact,visit,integer,NOT SPECIFIED IN THE SOURCE DOCUMENT,20,The LEADER Magazine,OUTPUT,—,digital_channel,The LEADER Magazine,January–October 2025,"Total 13,872 15,423 0:48:56",H,extracted,,
IND-154,Total — Average Time on Books,comm.leader.avg_time.issue_total,0:48:56,exact,h:mm:ss,duration,NOT SPECIFIED IN THE SOURCE DOCUMENT,20,The LEADER Magazine,OUTPUT,—,digital_channel,The LEADER Magazine,January–October 2025,"Total 13,872 15,423 0:48:56",H,extracted,,
IND-155,Top Readers by Country per Issue — 1st Issue (rank 1–10),comm.leader.top_countries.issue_1st,India; Japan; United States; Philippines; Tunisia; China; France; Vietnam; Switzerland; Malaysia,exact,country_ranking,list,NOT SPECIFIED IN THE SOURCE DOCUMENT,20,The LEADER Magazine,CONTEXT,—,digital_channel,The LEADER Magazine,January–October 2025,Top Readers by Country per Issue,H,extracted,,
IND-156,Top Readers by Country per Issue — 2nd Issue (rank 1–10),comm.leader.top_countries.issue_2nd,United States; India; Philippines; Turkey; Japan; Senegal; Netherlands; France; Ireland; China,exact,country_ranking,list,NOT SPECIFIED IN THE SOURCE DOCUMENT,20,The LEADER Magazine,CONTEXT,—,digital_channel,The LEADER Magazine,January–October 2025,Top Readers by Country per Issue,H,extracted,,
IND-157,Top Readers by Country per Issue — 3rd Issue (rank 1–10),comm.leader.top_countries.issue_3rd,India; United States; Philippines; Madagascar; Turkey; Japan; Suriname; Mongolia; Ireland; China,exact,country_ranking,list,NOT SPECIFIED IN THE SOURCE DOCUMENT,20,The LEADER Magazine,CONTEXT,—,digital_channel,The LEADER Magazine,January–October 2025,Top Readers by Country per Issue,H,extracted,,
IND-158,Top Readers by Country per Issue — 4th Issue (rank 1–10),comm.leader.top_countries.issue_4th,Switzerland; United States; India; Ecuador; Japan; Philippines; Brunei; Romania; France; Bangladesh,exact,country_ranking,list,NOT SPECIFIED IN THE SOURCE DOCUMENT,20,The LEADER Magazine,CONTEXT,—,digital_channel,The LEADER Magazine,January–October 2025,Top Readers by Country per Issue,H,extracted,,
IND-159,Top Readers by Country per Issue — 5th Issue (rank 1–10),comm.leader.top_countries.issue_5th,United States; India; Japan; Philippines; France; Colombia; China; Suriname; Brazil; Argentina,exact,country_ranking,list,NOT SPECIFIED IN THE SOURCE DOCUMENT,20,The LEADER Magazine,CONTEXT,—,digital_channel,The LEADER Magazine,January–October 2025,Top Readers by Country per Issue,H,extracted,,
IND-160,Top Readers by Country per Issue — 6th Issue (rank 1–10),comm.leader.top_countries.issue_6th,India; United States; Japan; Malaysia; Philippines; China; Ecuador; Colombia; Australia; Ireland,exact,country_ranking,list,NOT SPECIFIED IN THE SOURCE DOCUMENT,20,The LEADER Magazine,CONTEXT,—,digital_channel,The LEADER Magazine,January–October 2025,Top Readers by Country per Issue,H,extracted,,
IND-161,Top Readers by Country per Issue — 7th Issue (rank 1–10),comm.leader.top_countries.issue_7th,India; United States; Philippines; Madagascar; Bangladesh; Germany; China; Japan; Suriname; Canada,exact,country_ranking,list,NOT SPECIFIED IN THE SOURCE DOCUMENT,20,The LEADER Magazine,CONTEXT,—,digital_channel,The LEADER Magazine,January–October 2025,Top Readers by Country per Issue,H,extracted,,
IND-162,"active users since the October 6, 2025 launch",comm.website.active_users.since_relaunch,8700,at_least,user,integer,NOT SPECIFIED IN THE SOURCE DOCUMENT,21,The New Face of JCI Online,OUTPUT,—,digital_channel,jci.cc,since 2025-10-06,"the website attracted more than 8,700 active users since its redesign launch from over 50 countries",H,extracted,DQC-26,
IND-163,countries of active users,comm.website.countries,50,at_least,country,integer,NOT SPECIFIED IN THE SOURCE DOCUMENT,21,The New Face of JCI Online,OUTPUT,—,digital_channel,jci.cc,since 2025-10-06,from over 50 countries,H,extracted,,
IND-164,direct and organic traffic share,comm.website.direct_organic_share,0.9,approx,ratio,percentage,NOT SPECIFIED IN THE SOURCE DOCUMENT,21,The New Face of JCI Online,CONTEXT,—,digital_channel,jci.cc,NOT SPECIFIED,together account for nearly 90 percent of all visits,M,extracted,,
IND-165,Active Users by Device — Mobile Phone,comm.website.devices.mobile,6017,exact,user,integer,NOT SPECIFIED IN THE SOURCE DOCUMENT,22,The New Face of JCI Online,CONTEXT,—,digital_channel,jci.cc,NOT SPECIFIED,"Mobile Phone 6,017 (45.07%)",H,extracted,,
IND-166,Active Users by Device — Mobile Phone — share,comm.website.devices.mobile.share,0.4507,exact,ratio,percentage,NOT SPECIFIED IN THE SOURCE DOCUMENT,22,The New Face of JCI Online,CONTEXT,—,digital_channel,jci.cc,NOT SPECIFIED,"Mobile Phone 6,017 (45.07%)",H,extracted,,
IND-167,Active Users by Device — Tablet,comm.website.devices.tablet,79,exact,user,integer,NOT SPECIFIED IN THE SOURCE DOCUMENT,22,The New Face of JCI Online,CONTEXT,—,digital_channel,jci.cc,NOT SPECIFIED,Tablet 79 (0.59%),H,extracted,,
IND-168,Active Users by Device — Tablet — share,comm.website.devices.tablet.share,0.0059,exact,ratio,percentage,NOT SPECIFIED IN THE SOURCE DOCUMENT,22,The New Face of JCI Online,CONTEXT,—,digital_channel,jci.cc,NOT SPECIFIED,Tablet 79 (0.59%),H,extracted,,
IND-169,Active Users by Device — Computer or Laptop,comm.website.devices.computer,7255,exact,user,integer,NOT SPECIFIED IN THE SOURCE DOCUMENT,22,The New Face of JCI Online,CONTEXT,—,digital_channel,jci.cc,NOT SPECIFIED,"Computer or Laptop 7,255 (54.34%)",H,extracted,,
IND-170,Active Users by Device — Computer or Laptop — share,comm.website.devices.computer.share,0.5434,exact,ratio,percentage,NOT SPECIFIED IN THE SOURCE DOCUMENT,22,The New Face of JCI Online,CONTEXT,—,digital_channel,jci.cc,NOT SPECIFIED,"Computer or Laptop 7,255 (54.34%)",H,extracted,,
IND-171,Average Session Duration,comm.website.avg_session,0:02:37,exact,h:mm:ss,duration,NOT SPECIFIED IN THE SOURCE DOCUMENT,22,The New Face of JCI Online,OUTPUT,—,digital_channel,jci.cc,NOT SPECIFIED,2m 37s Average Session Duration,H,extracted,,
IND-172,Total Page Views,comm.website.page_views,29535,exact,page_view,integer,NOT SPECIFIED IN THE SOURCE DOCUMENT,22,The New Face of JCI Online,OUTPUT,—,digital_channel,jci.cc,NOT SPECIFIED,"29,535 Total Page Views",H,extracted,,
IND-173,Total Event Count,comm.website.event_count,88350,exact,event,integer,NOT SPECIFIED IN THE SOURCE DOCUMENT,22,The New Face of JCI Online,OUTPUT,—,digital_channel,jci.cc,NOT SPECIFIED,"88,350 Total Event Count",H,extracted,,"web analytics events, not JCI events"
IND-174,Total Active Users,comm.website.active_users.total,13351,exact,user,integer,NOT SPECIFIED IN THE SOURCE DOCUMENT,22,The New Face of JCI Online,OUTPUT,—,digital_channel,jci.cc,NOT SPECIFIED,"13,351 Total Active Users",H,extracted,DQC-26,
IND-175,Total Global Participation (CYE),output.cye.participants.total,108,exact,entrepreneur,integer,NOT SPECIFIED IN THE SOURCE DOCUMENT,28,Creative Young Entrepreneur (CYE),OUTPUT,Business & Entrepreneurship,event,5 international stages,2024–2025,Total Global Participation 108 entrepreneurs across five international stages,H,extracted,,
IND-176,international stages (CYE),activity.cye.stages,5,exact,event,integer,NOT SPECIFIED IN THE SOURCE DOCUMENT,28,Creative Young Entrepreneur (CYE),ACTIVITY,Business & Entrepreneurship,event,5 international stages,2024–2025,108 entrepreneurs across five international stages,H,extracted,,
IND-177,"CYE Participation in Conferences — 2024 World Congress (Taoyuan, Taiwan)",output.cye.participants.wc2024,25,exact,entrepreneur,integer,NOT SPECIFIED IN THE SOURCE DOCUMENT,28,Creative Young Entrepreneur (CYE),OUTPUT,Business & Entrepreneurship,event,"2024 World Congress (Taoyuan, Taiwan)",2024–2025,25,L,extracted,VDA-01,label association inferred from text order (VDA-01); only the value is official
IND-178,CYE Participation in Conferences — 2025 JCI Conference of America (Roatán),output.cye.participants.america,12,exact,entrepreneur,integer,NOT SPECIFIED IN THE SOURCE DOCUMENT,28,Creative Young Entrepreneur (CYE),OUTPUT,Business & Entrepreneurship,event,2025 JCI Conference of America (Roatán),2024–2025,12,L,extracted,VDA-01,label association inferred from text order (VDA-01); only the value is official
IND-179,CYE Participation in Conferences — 2025 JCI Africa & Middle East Conference (Durban),output.cye.participants.afme,24,exact,entrepreneur,integer,NOT SPECIFIED IN THE SOURCE DOCUMENT,28,Creative Young Entrepreneur (CYE),OUTPUT,Business & Entrepreneurship,event,2025 JCI Africa & Middle East Conference (Durban),2024–2025,24,L,extracted,VDA-01,label association inferred from text order (VDA-01); only the value is official
IND-180,CYE Participation in Conferences — 2025 JCI European Conference (Herning),output.cye.participants.europe,9,exact,entrepreneur,integer,NOT SPECIFIED IN THE SOURCE DOCUMENT,28,Creative Young Entrepreneur (CYE),OUTPUT,Business & Entrepreneurship,event,2025 JCI European Conference (Herning),2024–2025,9,L,extracted,VDA-01,label association inferred from text order (VDA-01); only the value is official
IND-181,CYE Participation in Conferences — 2025 JCI Asia & the Pacific Conference (Ulaanbaatar),output.cye.participants.aspac,38,exact,entrepreneur,integer,NOT SPECIFIED IN THE SOURCE DOCUMENT,28,Creative Young Entrepreneur (CYE),OUTPUT,Business & Entrepreneurship,event,2025 JCI Asia & the Pacific Conference (Ulaanbaatar),2024–2025,38,L,extracted,VDA-01,label association inferred from text order (VDA-01); only the value is official
IND-182,Rural Students Reached (Chigubhu Lantern),venture.zartech.students_reached,2000,at_least,person,integer,NOT SPECIFIED IN THE SOURCE DOCUMENT,29,CYE Impact Stories,OUTPUT,Business & Entrepreneurship,individual_venture,Zartech (JCI Zimbabwe),NOT SPECIFIED,"has already reached over 2,000 rural students",M,extracted,,
IND-183,planned additional beneficiaries in 2025 (Chigubhu Lantern),venture.zartech.target_2025,6000,exact,person,integer,NOT SPECIFIED IN THE SOURCE DOCUMENT,29,CYE Impact Stories,UNCERTAIN,Business & Entrepreneurship,individual_venture,Zartech (JCI Zimbabwe),2025,"with plans to impact 6,000 more in 2025",H,extracted,,"TARGET, not a result"
IND-184,Solar Capacity Installed,venture.zartech.solar_capacity,100,at_least,kW,decimal,NOT SPECIFIED IN THE SOURCE DOCUMENT,29,CYE Impact Stories,UNCERTAIN,Business & Entrepreneurship,individual_venture,Zartech (JCI Zimbabwe),NOT SPECIFIED,installed over 100kW of solar capacity,H,extracted,,
IND-185,new SKUs introduced in one year,venture.integra.new_skus,30,at_least,sku,integer,NOT SPECIFIED IN THE SOURCE DOCUMENT,30,CYE Impact Stories,UNCERTAIN,Business & Entrepreneurship,individual_venture,Integra Project Management (JCI Panama),NOT SPECIFIED,introducing over 30 new SKUs in one year,H,extracted,,
IND-186,first-order quality rate,venture.integra.first_order_quality,0.97,exact,ratio,percentage,NOT SPECIFIED IN THE SOURCE DOCUMENT,30,CYE Impact Stories,UNCERTAIN,Business & Entrepreneurship,individual_venture,Integra Project Management (JCI Panama),NOT SPECIFIED,with a 97% first-order quality rate,H,extracted,,
IND-187,reduction of time-to-market,venture.integra.time_to_market_reduction,0.3,at_least,ratio,percentage,NOT SPECIFIED IN THE SOURCE DOCUMENT,30,CYE Impact Stories,UNCERTAIN,Business & Entrepreneurship,individual_venture,Integra Project Management (JCI Panama),NOT SPECIFIED,reducing time-to-market by more than 30%,H,extracted,,
IND-188,tons of CO2 emissions reduced annually (partners),venture.integra.co2_reduced,250,at_least,tCO2_per_year,decimal,NOT SPECIFIED IN THE SOURCE DOCUMENT,30,CYE Impact Stories,IMPACT-CLAIM,Business & Entrepreneurship,individual_venture,Integra Project Management (JCI Panama),NOT SPECIFIED,helping partners cut 250 tons of CO2 emissions annually,H,extracted,,"claim, no method"
IND-189,food waste processed,venture.japjap.food_waste_processed,100,at_least,tonne,decimal,NOT SPECIFIED IN THE SOURCE DOCUMENT,31,CYE Impact Stories,UNCERTAIN,Business & Entrepreneurship,individual_venture,"JAPJAP Zero Waste (JCI Hong Kong, China)",NOT SPECIFIED,over 100 tonnes of food waste processed,H,extracted,,
IND-190,people reached through education and outreach,venture.japjap.people_reached_outreach,50000,at_least,person,integer,NOT SPECIFIED IN THE SOURCE DOCUMENT,31,CYE Impact Stories,OUTPUT,Business & Entrepreneurship,individual_venture,"JAPJAP Zero Waste (JCI Hong Kong, China)",NOT SPECIFIED,"more than 50,000 people reached through education and outreach",H,extracted,,
IND-191,participants in JIB sessions at Area Conferences,output.jib.participants.total,345,exact,person,integer,NOT SPECIFIED IN THE SOURCE DOCUMENT,33 (+34),JCI in Business (JIB),OUTPUT,Business & Entrepreneurship,event,Area Conferences,2025,these events drew 345 participants,H,extracted,,
IND-192,JCI in Business (JIB) Participation from Different Areas — Asia and the Pacific,output.jib.participants.aspac,159,exact,person,integer,NOT SPECIFIED IN THE SOURCE DOCUMENT,34,JCI in Business (JIB),OUTPUT,Business & Entrepreneurship,geographic_area,ASPAC,2025,Asia and the Pacific 159,H,extracted,,
